qc_id,objectid,registro_n,caverna,grau_de_re,uf,municipio,localidade,latitude,longitude,altitude,gps,errogps,qtd__satel,litotipo,desenvolvi,projeção,desnivel_f,icon_url
"4168","4169",006446.00154.15.02152,S11B_0014, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.350214,-50.403181,"1",Sem informação,"12","2", , , , ,
"4169","4170",006447.00155.15.02152,S11B_0016, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.348527,-50.406935,"1",Sem informação,"12","2", , , , ,
"4170","4171",006448.00156.15.02152,S11C_0010, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.376499,-50.386931,"1",Sem informação,"12","2", , , , ,
"4171","4172",006449.00157.15.02152,S11C_0009, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.376535,-50.386588,"1",Sem informação,"12","2", , , , ,
"4172","4173",006450.00158.15.02152,S11C_0008, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.376354,-50.386262,"1",Sem informação,"12","2", , , , ,
"4173","4174",006451.00159.15.02152,S11C_0012, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.400451,-50.385899,"1",Sem informação,"12","2", , , , ,
"4174","4175",006452.00160.15.02152,S11C_0033, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.398603,-50.391198,"1",Sem informação,"12","2", , , , ,
"4175","4176",006453.00161.15.02152,S11B_0008, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.355807,-50.3901,"1",Sem informação,"12","2", , , , ,
"4176","4177",006454.00162.15.02152,S11B_0009, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.355807,-50.390408,"1",Sem informação,"12","2", , , , ,
"4177","4178",006455.00163.15.02152,S11B_0011, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.363507,-50.384714,"1",Sem informação,"12","2", , , , ,
"4178","4179",006456.00164.15.02152,S11B_0012, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.363018,-50.384443,"1",Sem informação,"12","2", , , , ,
"4179","4180",006457.00165.15.02152,S11C_0014, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.403161,-50.382858,"1",Sem informação,"12","2", , , , ,
"4180","4181",006458.00166.15.02152,S11C_0015, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.403125,-50.382813,"1",Sem informação,"12","2", , , , ,
"4181","4182",006459.00167.15.02152,S11C_0016, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.398674,-50.3828,"1",Sem informação,"12","2", , , , ,
"4182","4183",006460.00168.15.02152,S11C_0022, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.401532,-50.381357,"1",Sem informação,"12","2", , , , ,
"4183","4184",006462.00170.15.02152,S11B_0003, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.364442,-50.394936,"1",Sem informação,"12","2", , , , ,
"4184","4185",006463.00171.15.02152,S11B_0010, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.366815,-50.382377,"1",Sem informação,"12","2", , , , ,
"4185","4186",006464.00172.15.02152,S11C_0017, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.401134,-50.381757,"1",Sem informação,"12","2", , , , ,
"4186","4187",006465.00173.15.02152,S11C_0021, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.40157,-50.381557,"645",Garmin,"10","4", , , , ,
"4187","4188",006466.00174.15.02152,S11B_0002, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.364532,-50.394656,"1",Sem informação,"12","2", , , , ,
"4188","4189",006467.00175.15.02152,S11B_0001, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.366121,-50.392132,"1",Sem informação,"12","2", , , , ,
"4189","4190",006468.00176.15.02152,S11C_0018, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.400357,-50.380618,"668",Garmin,"10","4", , , , ,
"4190","4191",006469.00177.15.02152,S11C_0020, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.401171,-50.381105,"655",Garmin,"10","4", , , , ,
"4191","4192",006470.00178.15.02152,S11C_0019, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.401117,-50.380689,"647",Garmin,"10","4", , , , ,
"4192","4193",006471.00179.15.02152,S11C_0011, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.378626,-50.380419,"1",Sem informação,"12","2", , , , ,
"4193","4194",006472.00180.15.02152,S11C_0002, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.382172,-50.380279,"1",Sem informação,"12","2", , , , ,
"4194","4195",006473.00181.15.02152,S11C_0038, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.378481,-50.380256,"1",Sem informação,"12","2", , , , ,
"4195","4196",006474.00182.15.02152,S11C_0003, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.382334,-50.379836,"1",Sem informação,"12","2", , , , ,
"4196","4197",006475.00183.15.02152,S11C_0005, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.382045,-50.379736,"1",Sem informação,"12","2", , , , ,
"4197","4198",006476.00184.15.02152,S11C_0004, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.382189,-50.3797,"1",Sem informação,"12","2", , , , ,
"4198","4199",006477.00185.15.02152,S11C_0006, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.382008,-50.379158,"1",Sem informação,"12","2", , , , ,
"4199","4200",006478.00186.15.02152,S11C_0007, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.381826,-50.37867,"1",Sem informação,"12","2", , , , ,
"4200","4201",006479.00187.15.02152,S11C_0001, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.381917,-50.378652,"1",Sem informação,"12","2", , , , ,
"4201","4202",006490.00012.42.16503,Gruta do Perau Vermelho, ,SC,São Joaquim,São João do Pelotas,-28.381079,-50.368484,"1",Sem Informação,"12","2", , , , ,
"4202","4203",006492.00014.42.16503,Gruta do Arroio da Tafona II, ,SC,São Joaquim,Sem informação,-28.4103,-50.3666,"1",Sem Informação,"12","2", , , , ,
"4203","4204",006526.00098.43.02303,Gruta do Perau Branco II, ,RS,Bom Jesus,Sem informação,-28.4645,-50.3515,"1",sem informação,"12","2", , , , ,
"4204","4205",006527.00099.43.02303,Gruta do Perau Branco I, ,RS,Bom Jesus,Sem informação,-28.4644,-50.3514,"1",sem informação,"12","2", , , , ,
"4205","4206",006530.00233.15.02152,S11D_0004, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.401325,-50.34592,"1",Sem informação,"12","2", , , , ,
"4206","4207",006556.00259.15.02152,S11D_0041 (686), ,PA,Canaã dos Carajás,Serra dos Carajás,-6.39257,-50.319429,"1",Sem informação,"12","2", , , , ,
"4207","4208",006573.00100.43.02303,Gruta Rio Cerquinha, ,RS,Bom Jesus,Xaxim,-28.497155,-50.321575,"1",sem informação,"12","2", , , , ,
"4208","4209",006574.00276.15.02152,S11_0094, ,PA,Canaã dos Carajás,Sem informação,-6.394669,-50.32142,"1",Sem Informação,"12","2", , , , ,
"4209","4210",006577.00279.15.02152,S11D_0053 (699), ,PA,Canaã dos Carajás,Serra dos Carajás,-6.40748,-50.321263,"1",Sem informação,"12","2", , , , ,
"4210","4211",006583.00285.15.02152,S11D_0054 (700), ,PA,Canaã dos Carajás,Serra dos Carajás,-6.40643,-50.320541,"1",Sem informação,"12","2", , , , ,
"4211","4212",006605.00307.15.05536,N1_0118 (GEM-1316), ,PA,Parauapebas,Serra dos Carajás,-6.011599,-50.315131,"1",Sem informação,"13","2", , , , ,
"4212","4213",006608.00310.15.05536,N1_0117 (GEM-1315), ,PA,Parauapebas,Serra dos Carajás,-6.011381,-50.31468,"1",Sem informação,"13","2", , , , ,
"4213","4214",006609.00311.15.05536,N1_0110 (GEM-1308), ,PA,Parauapebas,Serra dos Carajás,-6.01272,-50.314624,"1",Sem informação,"13","2", , , , ,
"4214","4215",006610.00312.15.05536,N1_0108 (GEM-1306), ,PA,Parauapebas,Serra dos Carajás,-6.012394,-50.314588,"1",Sem informação,"13","2", , , , ,
"4215","4216",006612.00314.15.05536,N1_0116 (GEM-1314), ,PA,Parauapebas,Serra dos Carajás,-6.011344,-50.314363,"1",Sem informação,"13","2", , , , ,
"4216","4217",006617.00319.15.05536,N1_0163 (GEM-1363), ,PA,Parauapebas,Serra dos Carajás,-6.015486,-50.313446,"1",Sem informação,"13","2", , , , ,
"4217","4218",006618.00320.15.05536,N1_0162 (GEM-1362), ,PA,Parauapebas,Serra dos Carajás,-6.015685,-50.313256,"1",Sem informação,"13","2", , , , ,
"4218","4219",006619.00321.15.05536,N1_0161 (GEM-1361), ,PA,Parauapebas,Serra dos Carajás,-6.015594,-50.313192,"1",Sem informação,"13","2", , , , ,
"4219","4220",006621.00323.15.05536,N1_0107 (GEM-1305), ,PA,Parauapebas,Serra dos Carajás,-6.011721,-50.312086,"1",Sem informação,"13","2", , , , ,
"4220","4221",006623.00325.15.05536,N1_0109 (GEM-1307), ,PA,Parauapebas,Serra dos Carajás,-6.011902,-50.31186,"1",Sem informação,"13","2", , , , ,
"4221","4222",006624.00326.15.05536,N1_0164 (GEM-1364), ,PA,Parauapebas,Serra dos Carajás,-6.019387,-50.308236,"1",Sem informação,"13","2", , , , ,
"4222","4223",006625.00327.15.05536,N1_0165 (GEM-1365), ,PA,Parauapebas,Serra dos Carajás,-6.019523,-50.307746,"1",Sem informação,"13","2", , , , ,
"4223","4224",006626.00328.15.05536,N1_0115 (GEM-1313), ,PA,Parauapebas,Serra dos Carajás,-6.013561,-50.307475,"1",Sem informação,"13","2", , , , ,
"4224","4225",006627.00329.15.05536,N1_0106 (GEM-1304), ,PA,Parauapebas,Serra dos Carajás,-6.013343,-50.306735,"1",Sem informação,"13","2", , , , ,
"4225","4226",006628.00330.15.05536,N1_0114 (GEM-1312), ,PA,Parauapebas,Serra dos Carajás,-6.013488,-50.306708,"1",Sem informação,"13","2", , , , ,
"4226","4227",006630.00332.15.05536,N1_0113 (GEM-1311), ,PA,Parauapebas,Serra dos Carajás,-6.012183,-50.305191,"1",Sem informação,"13","2", , , , ,
"4227","4228",006631.00333.15.05536,N1_0092 (GEM-1290), ,PA,Parauapebas,Serra dos Carajás,-6.012001,-50.30436,"1",Sem informação,"13","2", , , , ,
"4228","4229",006632.00334.15.05536,N1_0105 (GEM-1303), ,PA,Parauapebas,Serra dos Carajás,-6.010389,-50.302763,"1",Sem informação,"13","2", , , , ,
"4229","4230",006633.00335.15.05536,N1_0209 (GEM-1411), ,PA,Parauapebas,Serra dos Carajás,-6.024893,-50.298089,"1",Sem informação,"13","2", , , , ,
"4230","4231",006635.00337.15.05536,N1_0119 (GEM-1317), ,PA,Parauapebas,Serra dos Carajás,-6.021496,-50.3022,"1",Sem informação,"13","2", , , , ,
"4231","4232",006636.00338.15.05536,N1_0166 (GEM-1366), ,PA,Parauapebas,Serra dos Carajás,-6.021496,-50.302198,"1",Sem informação,"13","2", , , , ,
"4232","4233",006637.00339.15.05536,N1_0168 (GEM-1368), ,PA,Parauapebas,Serra dos Carajás,-6.021604,-50.301626,"1",Sem informação,"13","2", , , , ,
"4233","4234",006638.00340.15.05536,N1_0167 (GEM-1367), ,PA,Parauapebas,Serra dos Carajás,-6.021875,-50.301628,"1",Sem informação,"13","2", , , , ,
"4234","4235",006639.00341.15.05536,N1_0171 (GEM-1371), ,PA,Parauapebas,Serra dos Carajás,-6.022003,-50.301428,"653",Sem informação,"13","2", , , , ,
"4235","4236",006641.00343.15.05536,N1_0212 (GEM-1414), ,PA,Parauapebas,Serra dos Carajás,-6.030359,-50.300912,"1",Sem informação,"13","2", , , , ,
"4236","4237",006642.00344.15.05536,N1_0120 (GEM-1318), ,PA,Parauapebas,Serra dos Carajás,-6.03177,-50.300838,"1",Sem informação,"13","2", , , , ,
"4237","4238",006643.00345.15.05536,N1_0104 (GEM-1302), ,PA,Parauapebas,Serra dos Carajás,-6.009391,-50.300795,"1",Sem informação,"13","2", , , , ,
"4238","4239",006644.00346.15.05536,Gruta da Bomba d´Água, ,PA,Parauapebas,Cia Carajás de Mineraçao,-6.01707,-50.300432,"1",Sem Informação,"12","2", , , , ,
"4239","4240",006645.00347.15.05536,Gruta do N1 (PA00529), ,PA,Parauapebas,Cia Carajás de Mineraçao,-6.017071,-50.300432,"625",Sem informação,"12","2", , , , ,
"4240","4241",006646.00348.15.05536,N1_0169 (GEM-1369), ,PA,Parauapebas,Serra dos Carajás,-6.023502,-50.300162,"1",Sem informação,"13","2", , , , ,
"4241","4242",006647.00349.15.05536,N1_0170 (GEM-1370), ,PA,Parauapebas,Serra dos Carajás,-6.023592,-50.2999,"1",Sem informação,"13","2", , , , ,
"4242","4243",006649.00351.15.05536,N1_0090 (GEM-1288), ,PA,Parauapebas,Serra dos Carajás,-6.006351,-50.299669,"1",Sem informação,"13","2", , , , ,
"4243","4244",006650.00352.15.05536,N1_0091 (GEM-1289), ,PA,Parauapebas,Serra dos Carajás,-5.999168,-50.299552,"1",Sem informação,"13","2", , , , ,
"4244","4245",006651.00353.15.05536,N1_0121 (GEM-1319), ,PA,Parauapebas,Serra dos Carajás,-6.034573,-50.299353,"1",Sem informação,"13","2", , , , ,
"4245","4246",006652.00354.15.05536,N1_0173 (GEM-1373), ,PA,Parauapebas,Serra dos Carajás,-6.024604,-50.299158,"1",Sem informação,"13","2", , , , ,
"4246","4247",006653.00355.15.05536,N1_0103 (GEM-1301), ,PA,Parauapebas,Serra dos Carajás,-6.004143,-50.29903,"1",Sem informação,"13","2", , , , ,
"4247","4248",006654.00356.15.05536,N1_0213 (GEM-1415), ,PA,Parauapebas,Serra dos Carajás,-6.034554,-50.29872,"1",Sem informação,"13","2", , , , ,
"4248","4249",006655.00357.15.05536,N1_0174 (GEM-1374 ou Gruta do N1) (Gruta da Mata ou Janela Verde), ,PA,Parauapebas,Serra dos Carajás,-6.02487,-50.298725,"626",GARMIN GPSMAP64s,"5","8", , , , ,
"4249","4250",006656.00358.15.05536,N1_0175 (GEM-1375), ,PA,Parauapebas,Serra dos Carajás,-6.024961,-50.29845,"673",Garmin GPSMAP64s,"4","11", , , , ,
"4250","4251",006657.00359.15.05536,N1_0176 (GEM-1376), ,PA,Parauapebas,Serra dos Carajás,-6.025023,-50.301017,"1",Sem informação,"13","2", , , , ,
"4251","4252",006658.00360.15.05536,N1_0177 (GEM-1377), ,PA,Parauapebas,Serra dos Carajás,-6.027497,-50.297952,"1",Sem informação,"13","2", , , , ,
"4252","4253",006659.00361.15.05536,N1_0210 (GEM-1412), ,PA,Parauapebas,Serra dos Carajás,-6.025127,-50.297847,"1",Sem informação,"13","2", , , , ,
"4253","4254",006660.00362.15.05536,N1_0211 (GEM-1413), ,PA,Parauapebas,Serra dos Carajás,-6.027515,-50.297835,"1",Sem informação,"13","2", , , , ,
"4254","4255",006661.00363.15.05536,N1_0214 (GEM-1416), ,PA,Parauapebas,Serra dos Carajás,-6.040776,-50.297529,"1",Sem informação,"13","2", , , , ,
"4255","4256",006663.00365.15.05536,N1_0136 (GEM-1334), ,PA,Parauapebas,Serra dos Carajás,-6.025106,-50.295904,"1",Sem informação,"13","2", , , , ,
"4256","4257",006672.00374.15.05536,N1_0131 (GEM-1131), ,PA,Parauapebas,Serra dos Carajás,-6.003773,-50.292923,"1",Sem informação,"13","2", , , , ,
"4257","4258",006676.00378.15.05536,N1_0130 (GEM-1328), ,PA,Parauapebas,Serra dos Carajás,-6.010031,-50.291822,"1",Sem informação,"13","2", , , , ,
"4258","4259",006677.00379.15.05536,N1_0112 (GEM-1310), ,PA,Parauapebas,Serra dos Carajás,-6.00796,-50.291732,"1",Sem informação,"13","2", , , , ,
"4259","4260",006678.00380.15.05536,N1_0128 (GEM-1326), ,PA,Parauapebas,Serra dos Carajás,-6.008186,-50.291797,"1",Sem informação,"13","2", , , , ,
"4260","4261",006679.00381.15.05536,N1_0129 (GEM-1327), ,PA,Parauapebas,Serra dos Carajás,-6.010357,-50.291731,"1",Sem informação,"13","2", , , , ,
"4261","4262",006680.00382.15.05536,N1_0111 (GEM-1309), ,PA,Parauapebas,Serra dos Carajás,-6.00398,-50.291703,"1",Sem informação,"13","2", , , , ,
"4262","4263",006681.00383.15.05536,N1_0132 (GEM-1330), ,PA,Parauapebas,Serra dos Carajás,-6.00398,-50.291665,"1",Sem informação,"13","2", , , , ,
"4263","4264",006682.00384.15.05536,N1_0193 (GEM-1394), ,PA,Parauapebas,Serra dos Carajás,-6.048583,-50.291699,"1",Sem informação,"13","2", , , , ,
"4264","4265",006683.00385.15.05536,N1_0194 (GEM-1395), ,PA,Parauapebas,Serra dos Carajás,-6.048837,-50.291654,"1",Sem informação,"13","2", , , , ,
"4265","4266",006684.00386.15.05536,N1_0134 (GEM-1332), ,PA,Parauapebas,Serra dos Carajás,-6.017991,-50.291558,"1",Sem informação,"13","2", , , , ,
"4266","4267",006686.00388.15.05536,N1_0178 (GEM-1379), ,PA,Parauapebas,Serra dos Carajás,-6.040098,-50.291412,"1",Sem informação,"13","2", , , , ,
"4267","4268",006687.00389.15.05536,N1_0143 (GEM-1341), ,PA,Parauapebas,Serra dos Carajás,-6.027181,-50.291384,"1",Sem informação,"13","2", , , , ,
"4268","4269",006688.00390.15.05536,N1_0142 (GEM-1340), ,PA,Parauapebas,Serra dos Carajás,-6.027018,-50.291384,"1",Sem informação,"13","2", , , , ,
"4269","4270",006689.00391.15.05536,N1_0102 (GEM-1300), ,PA,Parauapebas,Serra dos Carajás,-6.014418,-50.291037,"1",Sem informação,"13","2", , , , ,
"4270","4271",006690.00392.15.05536,N1_0199 (GEM-1400), ,PA,Parauapebas,Serra dos Carajás,-6.04833,-50.291282,"1",Sem informação,"13","2", , , , ,
"4271","4272",006691.00393.15.05536,N1_0196 (GEM-1397), ,PA,Parauapebas,Serra dos Carajás,-6.039121,-50.291187,"1",Sem informação,"13","2", , , , ,
"4272","4273",006692.00394.15.05536,N1_0195 (GEM-1396), ,PA,Parauapebas,Serra dos Carajás,-6.039935,-50.291087,"1",Sem informação,"13","2", , , , ,
"4273","4274",006693.00395.15.05536,N1_0198 (GEM-1399), ,PA,Parauapebas,Serra dos Carajás,-6.046575,-50.290923,"1",Sem informação,"13","2", , , , ,
"4274","4275",006695.00397.15.05536,N1_0133 (GEM-1331), ,PA,Parauapebas,Serra dos Carajás,-6.019256,-50.290897,"1",Sem informação,"13","2", , , , ,
"4275","4276",006696.00398.15.05536,N1_0179 (GEM-1380), ,PA,Parauapebas,Serra dos Carajás,-6.046863,-50.290662,"1",Sem informação,"13","2", , , , ,
"4276","4277",006697.00399.15.05536,N1_0122 (GEM-1320), ,PA,Parauapebas,Serra dos Carajás,-6.03579,-50.289773,"1",Sem informação,"13","2", , , , ,
"4277","4278",006698.00400.15.05536,N1_0208 (GEM-1409), ,PA,Parauapebas,Serra dos Carajás,-6.053845,-50.289542,"1",Sem informação,"13","2", , , , ,
"4278","4279",006699.00401.15.05536,N1_0067 (GEM-1265), ,PA,Parauapebas,Serra dos Carajás,-6.028807,-50.28931,"1",Sem informação,"13","2", , , , ,
"4279","4280",006700.00402.15.05536,N1_0068 (GEM-1266), ,PA,Parauapebas,Serra dos Carajás,-6.020666,-50.289359,"1",Sem informação,"13","2", , , , ,
"4280","4281",006701.00403.15.05536,N1_0140 (GEM-1338), ,PA,Parauapebas,Serra dos Carajás,-6.02091,-50.289214,"1",Sem informação,"13","2", , , , ,
"4281","4282",006702.00404.15.05536,N1_0069 (GEM-1267), ,PA,Parauapebas,Serra dos Carajás,-6.020914,-50.289012,"680",GARMON GPSMAP64s,"10","11", , , , ,
"4282","4283",006703.00405.15.05536,N1_0135 (GEM-1333), ,PA,Parauapebas,Serra dos Carajás,-6.035681,-50.288924,"1",Sem informação,"13","2", , , , ,
"4283","4284",006704.00406.15.05536,N1_0127 (GEM-1325), ,PA,Parauapebas,Serra dos Carajás,-6.005269,-50.288711,"1",Sem informação,"13","2", , , , ,
"4284","4285",006705.00407.15.05536,N1_0072 (GEM-1270), ,PA,Parauapebas,Serra dos Carajás,-6.020737,-50.288627,"1",Sem informação,"13","2", , , , ,
"4285","4286",006706.00408.15.05536,N1_0126 (GEM-1324), ,PA,Parauapebas,Serra dos Carajás,-6.005106,-50.288575,"1",Sem informação,"13","2", , , , ,
"4286","4287",006707.00409.15.05536,N1_0070 (GEM-1268), ,PA,Parauapebas,Serra dos Carajás,-6.021041,-50.288622,"670",GARMIN GPSMAP64s,"8","8", , , , ,
"4287","4288",006708.00410.15.05536,N1_0071 (GEM-1269), ,PA,Parauapebas,Serra dos Carajás,-6.021008,-50.288518,"1",Sem informação,"13","2", , , , ,
"4288","4289",006709.00411.15.05536,N1_0125 (GEM-1323), ,PA,Parauapebas,Serra dos Carajás,-6.004544,-50.287952,"1",Sem informação,"13","2", , , , ,
"4289","4290",006710.00412.15.05536,N1_0124 (GEM-1322), ,PA,Parauapebas,Serra dos Carajás,-6.004291,-50.287709,"1",Sem informação,"13","2", , , , ,
"4290","4291",006711.00413.15.05536,N1_0100 (GEM-1298), ,PA,Parauapebas,Serra dos Carajás,-6.020572,-50.287335,"1",Sem informação,"13","2", , , , ,
"4291","4292",006712.00414.15.05536,N1_0099 (GEM-1297), ,PA,Parauapebas,Serra dos Carajás,-6.020536,-50.287245,"1",Sem informação,"13","2", , , , ,
"4292","4293",006713.00415.15.05536,N1_0054 (GEM-1251), ,PA,Parauapebas,Serra dos Carajás,-6.020934,-50.286757,"1",Sem informação,"13","2", , , , ,
"4293","4294",006714.00416.15.05536,N1_0207 (GEM-1408), ,PA,Parauapebas,Serra dos Carajás,-6.057876,-50.286591,"1",Sem informação,"13","2", , , , ,
"4294","4295",006716.00418.15.05536,N1_0197 (GEM-1398), ,PA,Parauapebas,Serra dos Carajás,-6.019268,-50.285738,"1",Sem informação,"13","2", , , , ,
"4295","4296",006717.00419.15.05536,N1_0098 (GEM-1296), ,PA,Parauapebas,Serra dos Carajás,-6.019611,-50.285222,"1",Sem informação,"13","2", , , , ,
"4296","4297",006718.00420.15.05536,N1_0086 (GEM-1284), ,PA,Parauapebas,Serra dos Carajás,-6.018995,-50.284961,"1",Sem informação,"13","2", , , , ,
"4297","4298",006719.00421.15.05536,N1_0206 (GEM-1407), ,PA,Parauapebas,Serra dos Carajás,-6.058452,-50.284909,"1",Sem informação,"13","2", , , , ,
"4298","4299",006720.00422.15.05536,N1_0089 (GEM-1287), ,PA,Parauapebas,Serra dos Carajás,-6.016617,-50.284836,"1",Sem informação,"13","2", , , , ,
"4299","4300",006721.00423.15.05536,N1_0088 (GEM-1286), ,PA,Parauapebas,Serra dos Carajás,-6.01763,-50.284961,"1",Sem informação,"13","2", , , , ,
